,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code)
77,2021 Mercedes Sprinter 170 4x4 - BRAND NEW,80000.0,"Denver, Colorado, United States",2021,Sprinter,1000.0,4WD,Clean,Automatic,Diesel,18.009009,170.0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,"2020 Ford Transit Luxury Van Conversion Fully Loaded, brand new build! Full Bath, TV, Internet, Full Kitchen, Ambient Lighting!",119000.0,"Seattle, Washington, United States",2020,Transit,15000.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,2,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
79,"2020 Ford T-250 AWD (High Roof) - professionally built, custom van perfect for off the grid living.",147500.0,"Park City, Utah, United States",2020,Transit,13504.0,AWD,Clean,Automatic,Gasoline,18.0,19.0,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,2
80,2016 sprinter 4x4 adventure vehicle,109000.0,"Hood River, Oregon, United States",2016,Sprinter,112600.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,3,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
81,Custom Stealth Camper Van - Solar Powered Tiny Home on Wheels,80000.0,"New Jersey, United States",2019,Transit,42400.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2
82,2019 4x4 Sprinter Adventure Van,175000.0,"Lafayette, Colorado, United States",2019,Sprinter,36000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
83,2014 RAM Promaster- 2021 Conversion,80000.0,"Denver, Colorado, United States",2014,Promaster,94000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
84,Professionally Built Mercedes Benz 144 Adventure Van,90500.0,"Huntington Beach, California, United States",2015,Other,40000.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,3,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1
85,2021 Dodge Promaster 159”WB,88500.0,"San Diego, California, United States",2021,Promaster,1000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
86,2005 Sprinter ROAD READY,34000.0,"Melbourne, Florida, United States",2005,Sprinter,310000.0,2WD,Clean,Automatic,Diesel,18.0,158.0,2,2,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
87,Self build that needs a little more love!,60000.0,"Gibsonburg, Ohio, United States",2017,Promaster,38000.0,2WD,Clean,Automatic,Gasoline,18.009009,118.0,2,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
88,2021 Mercedes Sprinter Campervan,76000.0,"Asheville, North Carolina, United States",2021,Sprinter,655.0,2WD,Clean,Automatic,Gasoline,18.0,144.0,2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
89,"Vintage 1976 GMC Coachmen 24' Fuel-Injected, Solar-powered Motorhome- Live Your Off-Grid Dream Life!",34900.0,"Sacramento, California, United States",1976,Other,104000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,5,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,2
90,The Ultimate Family Van!,98000.0,"Williston, North Dakota, United States",2020,Transit,32400.0,2WD,Clean,Automatic,Gasoline,18.009009,,4,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
91,Cabin on wheels skoolie,65000.0,"14 Lacy Lane, Clarksville, Tennessee 37043, United States",2006,Other,66000.0,4WD,Clean,Automatic,Diesel,19.571429,,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
92,RAM PROMASTER 2500 HIGH TOP,96876.0,"Rochester, New York, United States",2021,Promaster,20.0,2WD,Clean,Automatic,Gasoline,17.0,,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
93,"Flarespace Transit 148"" Adventure Van",110000.0,"Evergreen, Colorado 80439, United States",2020,Transit,12000.0,AWD,Clean,Automatic,Gasoline,19.0,148.0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
94,2018 Metris Cargo Van 2019 Custom Conversion (Keystone Coach Works),95000.0,"San Francisco, California, United States",2018,Other,6980.0,2WD,Clean,Automatic,Gasoline,19.571429,126.0,5,4,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
95,"Vansmith- Ram Promaster 136"" Conversion",75000.0,"Boulder, Colorado, United States",2021,Promaster,50.0,2WD,Lien,Automatic,Gasoline,19.0,136.0,2,2,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
96,****LET'S CUT TO THE CHASE**** WHAT WOULD YOU PAY FOR THIS VAN TODAY?,199000.0,"Pomona, New York",2019,Sprinter,23000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
97,RAM Promaster Camper Van,72995.0,"Bishop, California, United States",2018,Promaster,27000.0,2WD,Clean,Automatic,Gasoline,19.571429,136.0,2,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
98,Boondocker’s Dream 2500 Promaster High Roof w/ Low Miles,79900.0,"San Carlos, California, United States",2019,Promaster,18900.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
99,MERCEDES-BENZ 2500 4X4 VANDEMIC BADLAND BUILD,164995.0,"Ohio, United States",2021,Sprinter,600.0,4WD,Clean,Automatic,Diesel,19.0,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
101,Ultimate Mobile Office / Touring Sprinter 170 4X4,209000.0,"Carlsbad, California, United States",2019,Sprinter,21000.0,4WD,Lien,Automatic,Diesel,19.571429,170.0,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1
102,Converted Sprinter Van,42000.0,"Newbury Park, Thousand Oaks, California 91320, United States",2015,Sprinter,108000.0,2WD,Lien,Automatic,Diesel,15.0,144.0,2,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
103,Cozy Cabin On The Go - 2020 Ram Promaster,70000.0,"Massachusetts, United States",2020,Promaster,22000.0,2WD,Lien,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
104,Affordable van needs new home!!!,44999.0,"Colorado Springs, Colorado, United States",2015,Promaster,91200.0,2WD,Clean,Automatic,Diesel,19.571429,136.0,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
105,2019 Mercedes Sprinter 2500- 170 (ready to build!),37900.0,"Sacramento, California, United States",2019,Sprinter,35000.0,2WD,Salvage,Automatic,Gasoline,18.009009,170.0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106,Fully Converted Custom 2017 Ram Promaster 2500 High-Roof Van,69500.0,"Chattanooga, Tennessee, United States",2017,Promaster,67570.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107,Mercedes Sprinter Moto Van,65000.0,"San Diego, California, United States",2013,Sprinter,150000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,4,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
108,Beautiful 2021 Van just waiting for an artistic touch!,85999.0,"Nashville, Tennessee, United States",2021,Promaster,9065.0,2WD,Lien,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
109,For Sale by Original Owner,19500.0,"Santa Barbara, California, United States",2005,Sprinter,328000.0,2WD,Clean,Automatic,Diesel,19.571429,118.0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110,Professionally Converted 2020 Ram Promaster,54900.0,"1901 Western Avenue, Seattle, Washington 98101, United States",2020,Promaster,23000.0,2WD,Clean,Automatic,Gasoline,19.0,159.0,4,4,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111,Professionally Built 4 Season Adventure Van,140000.0,"Boulder, Colorado 80301, United States",2020,Transit,9000.0,AWD,Clean,Automatic,Gasoline,13.0,148.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,2
112,PENDING - Ford Transit 350 Adventure Van,77995.0,"Phoenix, Arizona 85028, United States",2017,Transit,30000.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,2,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2
113,2019 Sprinter 170 4x4 Off Grid!,129000.0,"Oxnard, California, United States",2019,Sprinter,32000.0,4WD,Lien,Automatic,Diesel,24.0,170.0,3,4,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
114,Zephyr Van - Sidewinder,205000.0,"Coeur d'Alene, Idaho, United States",2020,Sprinter,20.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
115,Ultra-Modern Off-Grid 159WB Stealth Promaster,74950.0,"Salt Lake City, Utah, United States",2018,Promaster,29490.0,2WD,Lien,Automatic,Gasoline,19.0,159.0,2,3,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,2
116,2021 ProMaster (High Top/159) with Brand New Build,78000.0,"Millsboro, Delaware, United States",2021,Promaster,4500.0,2WD,Clean,Automatic,Gasoline,22.0,159.0,5,4,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
117,Professionally Built 2016 Ram High Roof 159” Promaster,80000.0,"Boise, Idaho, United States",2016,Promaster,74087.0,2WD,Clean,Automatic,Diesel,18.009009,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
118,2011 Mercedes Sprinter 170,72000.0,"Trinidad, California, United States",2011,Sprinter,93000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,3,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
119,Dodge RAM Promaster 2500 with Rustic conversion,54900.0,"Santa Cruz, California, United States",2018,Promaster,43000.0,2WD,Clean,Automatic,Gasoline,20.0,118.0,3,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2
120,Go Anywhere with this '21 Transit AWD Premium Build,134000.0,"Bend, Oregon, United States",2021,Transit,600.0,AWD,Lien,Automatic,Gasoline,19.571429,148.0,2,3,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2
121,"Mercedes Sprinter Van 4x4 3500 -165,000",165000.0,"8502 East Chapman Avenue, Orange, California 92869, United States",2017,Sprinter,41000.0,4WD,Clean,Automatic,Diesel,19.571429,170.0,8,5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1
122,"2019 RAM Promaster. Bright, clean, & beautiful.",89000.0,"Salt Lake City, Utah 84102, United States",2019,Promaster,17200.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2
123,2016 Mercedes Sprinter 2500 170 Passenger Van,48800.0,"Ardmore, Oklahoma, United States",2016,Sprinter,45678.0,2WD,Clean,Automatic,Diesel,13.0,170.0,12,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,(Pending) 2017 Ram Promaster 3500 ext 159,60000.0,"Seattle, Washington, United States",2017,Promaster,75000.0,2WD,Clean,Automatic,Gasoline,16.0,159.0,2,3,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2
125,2020 Sprinter 4x4 Seats up to 7 -2500 High Roof 144”,144900.0,"San Antonio, Texas, United States",2020,Sprinter,16056.0,4WD,Lien,Automatic,Diesel,18.009009,144.0,7,5,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
126,1993 Ford E-350 Ambulance - 4x4 - Only 20k miles!,27500.0,"Bend, Oregon, United States",1993,Other,20350.0,4WD,Clean,Automatic,Diesel,18.009009,138.0,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
127,2021 Ram Promaster 136 Full Conversion - San Juan Vans,91500.0,"Bayfield, Colorado, United States",2021,Promaster,400.0,2WD,Clean,Automatic,Gasoline,19.0,136.0,4,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
128,2017 Sprinter 144 4X4 Custom Build by Oregon Motorcoach Center,165000.0,"29417 Airport Road, Eugene, Oregon 97402, United States",2017,Sprinter,12820.0,4WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
129,Introducing the Baja Mobile- A brand new fully converted Mercedes Sprinter 144 4x4,152000.0,"Denver, Colorado, United States",2020,Sprinter,700.0,4WD,Clean,Automatic,Diesel,12.0,144.0,2,2,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
130,"2008 Sprinter 2500 170Ext: 100% Custom, Full Bath!",56000.0,"San Diego, California, United States",2008,Sprinter,289000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
131,2017 Mercedes Sprinter 4x4 170WB,98000.0,"Hamilton, Alabama, United States",2017,Sprinter,76000.0,4WD,Lien,Automatic,Diesel,20.0,170.0,2,4,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
132,Freightliner Sprinter Crew 4x4,98900.0,"Bellingham, Washington, United States",2020,Sprinter,6500.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
133,2018 RAM PROMASTER - HIGH ROOF CAMPER VAN,70000.0,"Salt Lake City, Utah, United States",2018,Promaster,52500.0,2WD,Lien,Automatic,Gasoline,17.0,159.0,2,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
134,2015 4x4 Mercedes Sprinter 2500,159000.0,"Maupin, Oregon, United States",2015,Sprinter,89000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1
135,"(SALE PENDING) 2016 Mercedes Sprinter 144 4x4 | Seats 3, Sleeps 3",95000.0,"Encinitas, California, United States",2016,Sprinter,51000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,3,3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
136,Ready for ski season! Sprinter 170,49995.0,"Jacksonville, Florida, United States",2013,Sprinter,155000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
137,Ram Promaster Camper (finance half),77500.0,"Chattanooga, Tennessee, United States",2019,Promaster,24780.0,2WD,Clean,Automatic,Gasoline,16.0,159.0,2,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
138,2016 Ford 350 Transit Van,32000.0,"San Marcos, California, United States",2016,Transit,89300.0,Other,Missing,Automatic,Gasoline,22.0,,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
139,2007 Freightliner Sprinter,35000.0,"7675 Tega Cay Drive, Tega Cay, South Carolina 29708, United States",2007,Sprinter,117000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
140,MERCEDES BENZ 2017 144WB SPRINTER VAN CAMPER,92000.0,"Costa Mesa, California, United States",2017,Sprinter,92750.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
141,2015 Promaster EcoDiesel FULL BUILD w/ SHOWER,72500.0,"Durango, Colorado, United States",2015,Promaster,168000.0,2WD,Clean,Automatic,Diesel,19.571429,159.0,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1
142,Very Rare Sprinter 3500 4x4 Dually 2 ton Extended High Top sleeps 5,225000.0,"Encinitas, California, United States",2017,Sprinter,49500.0,4WD,Clean,Automatic,Diesel,21.0,170.0,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
143,MTERRA Modern Camper Van,132500.0,"Cumming, Georgia, United States",2019,Transit,12009.0,2WD,Clean,Automatic,Gasoline,18.0,,2,2,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
144,Badger - A Cozy Promaster City Van Conversion,33998.0,"Boston, Massachusetts, United States",2016,Promaster,54000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
145,2018 Mercedes Benz Sprinter 3500 170 EXT,113500.0,"Chicago, Illinois, United States",2018,Sprinter,20000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1
146,Joyride: Mercedes-Benz Sprinter Van 144 Wheel Base High Roof Custom Build,103999.0,"Newport Beach, California 92663, United States",2020,Sprinter,12000.0,2WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
147,Ready for the Road,99995.0,"Santa Barbara, California, United States",2015,Other,45000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,8,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
148,Beautiful Ford Transit Camper Van with 4 x 100 Solar and Roof Mounted AC,35000.0,"Cape Coral, Florida, United States",2016,Transit,99000.0,2WD,Clean,Automatic,Gasoline,18.0,,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
149,2019 Ram ProMaster 1500 with Professional Conversion,54500.0,"Baltimore, Maryland, United States",2019,Promaster,72000.0,2WD,Lien,Automatic,Gasoline,12.0,,2,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
150,2012 Mercedes Sprinter 170 2WD Black,52000.0,"Yonkers, New York, United States",2012,Sprinter,63000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,3,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
151,Adventure School Bus Conversion,79000.0,"San Luis Obispo, California, United States",2000,Other,185758.0,2WD,Clean,Automatic,Diesel,22.0,,4,4,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
152,Top of the line Sprinter 4x4,195000.0,"Seattle, Washington, United States",2018,Sprinter,25000.0,4WD,Clean,Automatic,Diesel,26.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
153,Professional Compact Van Builds!,36000.0,"1455 West Cedar Avenue, Denver, Colorado 80223, United States",2012,Other,130000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
154,Chevy Express/GMC Savana 1500 AWD Lifted and Off-Road Ready,21500.0,"Philadelphia, Pennsylvania, United States",2011,Other,138000.0,AWD,Clean,Automatic,Gasoline,14.0,,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
