,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Cooler,Exterior Lights,Fresh Water Tank (Portable),Inverter,Refrigerator,Roof Fan,Roof Rack,Sink,Solar,Tow Winch,Towing Package,USB port,Bike Rack,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Heater / Furnace,Oven,Security System,Shower (Indoor),Shower (Outdoor),Stove,Toilet,Water Heater,Water Pump,Awning,Electric windows,Microwave,Offroad Lights,Offroad Tires,Skylight,Suspension Mods,TV,Propane,Heated seats,Generator,Child Seat,Handicap / Wheelchair Conversion
0,*price drop* Stealthy 4 seasons camper,73000.0,"Columbia, Maryland, United States",2017,2017 148 wheelbase high roof ford transit 350- diesel,97000,2WD,Lien,Automatic,Diesel,18.0,148.0,2,2,True,,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,True,,,,True,,True,,True,,True,,,,,,,,,,,
1,Ford Transit Weekender,56000.0,"Kirkwood, Missouri, United States",2019,Ford Transit,42000,2WD,Clean,Automatic,Gasoline,,,4,3,,True,,True,,True,,True,True,,,,True,True,,True,,,True,True,,,,,,,,,True,,True,,,,,,,,,,,
2,2021 Ram Promaster 159,73750.0,"Portland, Maine, United States",2021,Ram Promaster,5104,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,,,True,True,,,True,True,True,,True,True,True,,,,,,True,,,,,,True,,,True,,,,,,,,,,,,,
3,2018 MB Sprinter 170 3500XD 4X4 / Family Adventure Van / Seats 5 / Sleeps 4-5,185000.0,"San Clemente, California, United States",2018,Mercedes Benz Sprinter 170 3500XD 4X4,10500,4WD,Clean,Automatic,Diesel,,170.0,5,5,True,True,True,True,True,,True,,True,True,True,,True,True,,True,True,,True,,True,,,,True,,True,True,True,True,True,True,True,True,,,,,True,,True,
4,SOLD: Stealth Off-grid Promaster High-roof w/ indoor shower,65000.0,"Kokomo, Indiana, United States",2017,"Ram Promaster 2500 159"" WB",61000,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,True,,,True,True,,True,True,True,True,True,,True,True,,,,,True,True,,,,True,,True,True,True,True,,True,,,,,,True,True,,,,
5,G2 Ozark Mountain Adventure Vans,175000.0,"North Barners Avenue, Springfield, Missouri 65803, United States",2021,Mercedes Sprinter 3500 170ext,100,2WD,Clean,Automatic,Diesel,18.0,170.0,6,2,True,True,True,True,True,,,,True,True,True,,True,,,,True,,True,True,True,,,True,,True,True,True,True,True,True,True,,,,True,True,True,,True,,
6,Custom Luxury Sprinter Conversion,199995.0,"Vail, Colorado, United States",2020,Mercedes Sprinter 2500 144 HR 4x4,3000,4WD,Clean,Automatic,Diesel,20.0,144.0,2,2,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,True,,,
7,2020 Ford transit awd,125000.0,"Nashville, Tennessee, United States",2020,2020 Ford transit awd,950,AWD,Clean,Automatic,Gasoline,,159.0,2,3,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,,,,,True,,,,,,
8,The Getaway Van,50000.0,"Middletown, Connecticut, United States",2011,2011 Freightliner Sprinter 2500 Turbo,104000,2WD,Clean,Automatic,Diesel,18.0,170.0,2,2,True,True,True,True,,,True,True,True,True,True,,True,True,,True,True,,,True,,,,,True,True,True,True,True,,True,,True,,,,,True,,,,
9,2021 Craft Autoworks Scout Adventure Van,64900.0,"Reno, Nevada, United States",2021,2021 Ram Promaster City,100,2WD,Clean,Automatic,Gasoline,,,2,2,True,,True,True,True,,True,,True,True,,True,True,True,,True,True,True,True,True,,,,,True,,True,True,True,,True,,,True,,True,,,,,,
10,"2019 Sprinter Crew Van ""Weekender/Carpooler"" - (SOLD)",68000.0,"Dana Point, California, United States",2019,Mercedes Sprinter 2500 Crew Van 144 High Roof.,34223,2WD,Clean,Automatic,Diesel,,144.0,8,2,True,,,True,True,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,True,,,True,,,,,True,,,
11,Beautiful 3500 Promaster with luxury Fridge and Bathroom,89000.0,"730 N Grandview Ave, Covina, California 91723, United States",2014,Ram Pro Master 3500,60509,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,,,True,True,True,True,True,,True,,,,,,,,,,,,,
12,Off Grid Sprinter 170,95000.0,"Portland, Oregon, United States",2014,Mercedes Sprinter 170,25903,2WD,Clean,Automatic,Diesel,21.0,170.0,2,3,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,,True,,True,,,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,,,
13,SOLD 2012 Ford E350 SOLD [Accepting Custom orders],23000.0,"Miami, Florida, United States",2012,Ford E350,193000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,True,,True,True,,,,,True,True,,,True,True,True,,,True,,,,True,,,,
14,2003 FORD E-350 SHORT SKOOLIE,44500.0,"Jacksonville, Florida, United States",2003,Ford E350,113000,2WD,Clean,Automatic,Diesel,,,2,4,True,,True,True,,,True,,True,True,True,,True,True,,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,True,,,,True
15,New Promaster Conversion,110000.0,"Cape Girardeau, Missouri, United States",2021,Ram Promaster 2500,400,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,
16,Spectacular VW Camper Van,30000.0,"Toronto, Ontario, Canada",1995,WV Eurovan Winnebago 1995,129000,2WD,Clean,Automatic,Gasoline,,,4,3,,True,True,,True,True,,,,True,,,True,,True,,True,True,True,,True,,True,,True,True,,,True,,,,,,,,,True,,,,
17,"2015 Dodge 2500 eco-diesel Hi-top 81,000 miles",52000.0,"1720 Southeast Main Street, Portland, Oregon 97214, United States",2015,Dodge 2500 Promaster,81500,2WD,Clean,Automatic,Diesel,25.0,159.0,2,2,True,True,True,True,,True,True,,True,True,,,,,True,True,True,,,,,,True,,,,,,,,True,,,True,,,,,,,,
18,Home Away From Home. Ford Transit F250 Extended with new audio system and more!,93900.0,"Bowling Green, Ohio, United States",2016,Ford Transit F250 with EcoBoost,71000,2WD,Clean,Automatic,Gasoline,17.0,144.0,2,2,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,,,True,,,,True,True,True,,True,,,,True,,,,,,,
19,[SOLD] 2021 Weekend Vans Sprinter Campter | Seats and Sleeps 5,86500.0,"Carlsbad, California, United States",2021,Mercedes Sprinter,42,2WD,Clean,Automatic,Diesel,20.0,144.0,5,5,True,,True,True,True,True,,,,True,True,,,True,,,True,,True,,,,,,True,,,True,True,,,,,,,,,,True,,,
20,LUXURY ALPINE ADVENTURE AWAITS - 2020 Conversion,72000.0,"Denver, Colorado, United States",2014,"159"" Promaster 3500 Extended",94000,2WD,Lien,Automatic,Diesel,22.0,159.0,2,3,True,,True,True,True,,True,,True,True,True,True,True,True,,,True,,True,,True,,,,True,True,True,,True,,True,,,True,,,,,,,,
21,"Modern, stylish off-the-grid van for sale",109000.0,"Moorpark, California, United States",2019,Dodge Promaster 2500 159” High Roof,32000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,,,True,,True,True,True,True,True,True,,,True,,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,True,,True,,,,
22,2021 Arbitrator by The RV Firm,92250.0,"Marionville, Missouri, United States",2021,RAM Promaster,3500,2WD,Clean,Automatic,Gasoline,20.0,159.0,2,2,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,,,True,,,,,
23,2006 Freightliner Sprinter 140WB Off Grid Camper LOW MILES,55000.0,"Salt Lake City, Utah, United States",2006,2006 Freightliner Sprinter,47426,2WD,Clean,Automatic,Diesel,25.0,140.0,2,2,True,,True,,,,True,True,True,True,True,,True,True,,,True,,True,True,True,True,,,True,True,True,,True,,,,,,True,,,True,,,,
24,2015 Ford Transit 350! Accepting best Offer,51000.0,"Las Vegas, Nevada, United States",2015,Ford Transit 350,130000,2WD,Clean,Automatic,Gasoline,,144.0,2,3,True,True,True,,True,,,True,True,True,True,,True,True,,,True,,,True,,,,True,True,True,True,True,True,,True,,,True,,,True,True,,,,
25,2012 Mercedes-Benz Sprinter 2500,68000.0,"Pacific Beach, San Diego, California 92109, United States",2012,Mercedes Sprinter,173000,2WD,Clean,Automatic,Diesel,,170.0,2,2,,True,True,True,,,,,,True,True,,True,True,,,True,,True,True,,,True,,,True,True,,True,True,True,,True,True,,,,True,,,,
26,Custom High Roof Camper Van,65000.0,"Pacific Beach, San Diego, California 92109, United States",2007,2007 Ford E150,32000,2WD,Clean,Automatic,Gasoline,16.0,17.0,2,2,True,,True,,True,True,,True,True,True,True,,True,True,,,True,,,True,,,,,,True,,,True,,,,,,,,,True,,,,
27,"Beautifully equipped, hard to find, Ford Transit 4x4, PRICE DROP!",95000.0,"Florida, United States",2017,Ford Transit 2500 4x4,61100,4WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,True,,True,,,,True,True,True,,True,True,True,True,,True,,,,True,True,,,
28,2019 Mercedes Sprinter Adventure Van 4x4 High Roof 170” Extended 2500,149984.0,"Connecticut, United States",2019,Mercedes Sprinter,27000,4WD,Clean,Automatic,Diesel,,170.0,4,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,,,True,True,True,True,True,True,True,True,,,True,,,,,True,,True,
29,2021 AWD Ford Transit Camper Van,145000.0,"Lafayette, Colorado, United States",2021,Ford Transit,1300,AWD,Clean,Automatic,Gasoline,,148.0,4,6,True,True,True,True,True,,,,,True,True,,True,True,,True,True,,True,True,True,,,,,True,True,,True,,,,,,True,,,,,,,
30,*Lowered Price* Beautiful Custom 2007 Dodge Sprinter 2500 (with HOT water and heater)!!,67500.0,"Sacramento, California, United States",2007,Dodge Sprinter 2500,184840,2WD,Salvage,Automatic,Diesel,25.0,170.0,2,2,True,True,True,True,,True,,True,True,True,True,,True,True,,,True,,True,,True,True,,,True,True,,True,True,,True,,,,,,,True,,,,
31,Sprinter 170 Camper (2WD),89000.0,"Queen Creek, Arizona, United States",2020,Mercedes Sprinter 170,16200,2WD,Clean,Automatic,Gasoline,18.0,170.0,5,5,True,True,True,True,True,,,,True,True,True,True,True,True,,True,,,True,True,,,,,,True,True,,True,,,,,,,,,True,,,,
32,Fully Converted 2020 Dodge RAM Promaster,119000.0,"3486 Kurtz Street, San Diego, California 92110, United States",2020,Dodge RAM Promaster,11700,2WD,Clean,Automatic,Gasoline,21.0,158.0,2,2,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,,True,True,,,True,,True,True,True,True,True,True,,,True,True,,True,,True,,,,
33,THE NOMADIK by Drifter Vans,79500.0,"Detroit, Michigan, United States",2021,"Sprinter, Promaster or Transit",,Other,Clean,Other,Other,,,2,2,True,,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,,,,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,
34,"Sale Pending, Beautiful 2019 Ram Promaster Camper van",79500.0,"Lyndonville, Vermont 05851, United States",2019,Ram Promaster,37450,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,,True,True,True,,,True,True,True,True,True,True,True,,,True,,True,True,True,,,,,True,,,True,True,,,,,,,,,,,,
35,2020 Promaster New Build,110000.0,"Nashville, Tennessee, United States",2020,2020 Ram Promaster 159,300,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,True,,True,True,,True,True,True,,,True,,True,True,True,,,,True,True,True,True,True,,True,,,True,,,,,,,,
36,SOLD! 2014 136' WB Ram Promaster Conversion (Studio on wheels!),52000.0,"San Diego, California 92111, United States",2014,2014 136' WB Ram Promaster,91000,2WD,Clean,Automatic,Gasoline,20.0,136.0,2,2,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,True,,,,,True,True,True,True,,True,,,,,True,,True,,,,
37,Completely self-contained tiny home on wheels: ULTIMATE 4 season digital nomad campervan,98000.0,"Phoenix, Arizona, United States",2020,"2020 Ram Promaster 3500 159"" EXTENEDED",18280,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,2,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,True,,,,
38,Ford Transit Adventure Van (SOLD! Contact us today for a custom build),103000.0,"Mule Creek, New Mexico, United States",2017,"Ford Transit 350 High roof, Extended",46950,2WD,Lien,Automatic,Diesel,20.0,148.0,2,2,True,,True,True,True,,,,True,True,True,True,True,True,,True,True,True,True,True,True,,,,True,,True,True,True,,True,,,,,,,True,True,,,
39,"Builders personal van, ready for new adventures!",65000.0,"Guthrie, Oklahoma, United States",2016,"RAM Promaster 2500 159"" High Roof",78000,2WD,Clean,Automatic,Gasoline,15.0,159.0,5,2,True,,,True,,,,,True,,,True,True,True,,,True,,True,,,,,,True,,,,True,True,True,,,True,,,,,,,,
40,Depend on Dharma,119900.0,"Countryside, Illinois 60525, United States",2020,2020 Mercedes Sprinter 170WB,6200,2WD,Clean,Automatic,Diesel,23.0,170.0,8,4,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,,True,,,True,True,True,True,True,,True,,,,,,,True,True,,,
41,Fully custom 2020 Ram Promaster 136”,73000.0,"New York, United States",2020,Ram Promaster 136” high roof,13000,2WD,Clean,Automatic,Gasoline,,136.0,2,2,True,,True,True,True,,True,True,True,True,True,,True,True,,,True,,True,,True,,,,True,,,,True,,,,,,,,,,,,,
42,Pepper the Laid back Camper,57900.0,"Gardenside Drive, San Francisco, California 94131, United States",2018,"Dodge Ram Promaster 1500- 136"" wheelbase",52998,2WD,Clean,Automatic,Gasoline,26.0,136.0,2,3,True,True,True,True,True,,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,True,True,,True,,,,,,,True,,True,,,,
43,Off Grid Adventures Await,57500.0,"Bettendorf, Iowa 52722, United States",2014,Nissan NV2500,80000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,,,,,,True,,,,,
44,Beautiful 2 Seat 2015 Ford Transit 250 (The Frogger Build),33500.0,"Phoenix, Arizona, United States",2015,Ford Transit 250,92000,2WD,Clean,Automatic,Gasoline,18.0,140.0,2,2,True,True,True,,True,,True,True,True,,True,,True,True,,,True,,True,True,,True,,,True,,,,True,,True,,,,,,,,,,,
45,Rugged and Reliable 2009 4x4 Tacoma with Canopy Setup.,17500.0,"Charlotte, North Carolina, United States",2009,2009 Toyota Tacoma 4x4 4 Door,192000,4WD,Clean,Automatic,Gasoline,26.0,,5,2,True,True,,,,,,,,,True,True,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,
46,2019 Ford transit (converted for family van life!) LOW MILES,72000.0,"St. Augustine, Florida 32080, United States",2019,2019 Ford Transit 350 XL,26900,2WD,Lien,Automatic,Gasoline,,,4,3,True,True,True,True,,,,True,True,True,True,,True,True,,,True,,True,True,,,,,True,True,,True,True,,True,,,,,,,True,,,True,
47,"Mercedes Sprinter 3500XD Dually 170"" 4X4",225000.0,"Malibu, California, United States",2019,Mercedes Sprinter,750,4WD,Lien,Automatic,Diesel,,170.0,2,2,True,True,True,True,True,,,,True,True,True,True,True,True,,True,True,,True,True,True,,True,True,,True,True,True,True,,True,,,True,True,,,,,,,
48,"2021 Ram ProMaster 159""",119000.0,"Fayetteville, Arkansas, United States",2021,Ram ProMaster,500,2WD,Clean,Automatic,Gasoline,20.0,159.0,2,2,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,,True,True,True,,,,True,,,True,True,True,True,,True,True,,,,,,,,
49,2019 Sprinter 4x4 170 ext,213000.0,"Eagan, Minnesota, United States",2019,Mercedes Sprinter 4x4 2019 170 ext,9750,4WD,Lien,Automatic,Diesel,17.0,,4,4,True,,,True,,,True,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,,True,True,True,True,,True,True,,,True,,,,,,
0,Boho style 159” WB Promaster 2020,94988.0,"Denver, Colorado, United States",2020,Promaster,7468,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,,,True,,,True,True,,True,True,,,,,True,,,True,,,,True,True,,True,,True,,,,,,,True,,,,
1,2017 MB Sprinter 2wd,80000.0,"San Luis Obispo, California, United States",2017,Mercedes Benz Sprinter Van,18880,2WD,Clean,Automatic,Diesel,19.0,170.0,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,,,True,,,,,,,,True,True,,,,,,,,,,,,,
2,2003 Eurovan Weekender For Sale,32000.0,"Salt Lake City, Utah, United States",2003,Volkswagen Eurovan MV,155000,2WD,Clean,Other,Gasoline,,,7,4,True,,True,True,True,True,True,,,,,True,,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,
3,Adventure Ready 4WD Toyota Highlander LIMITED,18000.0,"Hamden, Connecticut, United States",2005,Toyota Highlander 4WD LIMITED (2005),174140,4WD,Clean,Automatic,Gasoline,,,2,2,,,,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,,True,,,True,,,,,True,,,
4,SOLD! Custom built Sprinter 170ext. All amenities! No expense spared!,110000.0,"San Diego, California, United States",2020,Mercedes Sprinter 170ext 3500xd,8800,2WD,Clean,Automatic,Diesel,,170.0,3,3,True,True,,True,True,,,,True,True,True,,True,True,,True,True,,True,True,,,,True,,,True,True,True,,True,True,,,,,,,,,True,
5,Off Grid 3500 Promaster,82000.0,"North Melrose Drive, Vista, California 92083, United States",2019,Dodge Ram Promaster 3500,19025,2WD,Clean,Automatic,Gasoline,,,2,3,True,,,,,,,True,True,True,True,True,True,True,,,True,,,True,True,,,,True,,True,,True,,True,,,,,,,True,,,,
6,2014 Ford E-250 Low Roof Camper Van,32500.0,"Canton, Georgia, United States",2014,Ford E-250,135000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,,True,True,,True,True,,True,,True,True,,,True,,,True,,,,,,,,,,,True,,,,,,,,,,,
7,"Beautifully Handcrafted, Professionally built RAM Promaster 159""",67500.0,"Canton, Georgia, United States",2017,"Ram Promaster 159"" High Roof",73000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,,True,True,,,True,True,True,True,,True,True,,,True,,,True,,,,,,,,,,,True,,,,,,,,,,,
8,"Turn-key, off-grid, Camper Van",68700.0,"Y Street, Milford, Massachusetts 01757, United States",2018,"Ford Transit 250, High Roof",99500,2WD,Lien,Automatic,Gasoline,14.0,,2,2,True,True,True,True,True,,True,,True,True,True,True,True,True,,,True,True,True,True,True,,,,True,True,True,True,True,,True,,True,,True,,,,,,,
9,"2020 Ford Transit | Floating Shelves, Quartz Countertop & Modern Cabinets",99000.0,"Denver, Colorado, United States",2020,Ford Transit,17277,AWD,Clean,Automatic,Gasoline,17.0,,2,2,True,,True,True,,True,,True,,True,True,,True,True,,,True,,,True,,,True,,True,,True,,,,True,,,,,,,,,True,,
10,*Price Drop* Low Mileage 2013 Fully Converted Mercedes Sprinter,59500.0,"Seattle, Washington, United States",2013,2013 Mercedes Sprinter,59000,2WD,Clean,Automatic,Diesel,,144.0,2,2,True,True,,,,True,,True,True,True,True,,True,True,,,True,,True,,,,,,True,True,,,True,,True,,,,,,,True,,,,
11,"""Vanica Patrick"" - a Campervan made for the open road. . SOLD!!!!",70000.0,"Bethesda, Maryland, United States",2018,"Ram 3500 Promaster 159""",32000,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,True,True,,True,,,,,True,True,True,True,True,True,,,True,True,,True,True,True,,True,,True,True,True,True,,,,,,,,,True,,,,
12,PRICE DROP! 2019 Ram ProMaster 159wb High Roof (65k mi),57000.0,"Seattle, Washington, United States",2019,Ram Promaster,65000,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,True,,,True,,,,,True,True,True,,True,True,,,True,,True,True,True,,,,True,True,True,,True,,True,,,,,,,,,,,
13,The Mahogany Travel Van // The Highest Quality Van Ever Built // Watch the Video,188000.0,"New Port Richey, Florida, United States",2019,Ram Promaster 2500,650,2WD,Clean,Automatic,Gasoline,26.0,159.0,2,2,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,True,True,,True,True,True,True,True,True,,True,True,,,,,,True,,,,
14,2020 Mercedes Sprinter 4x4!!! Sold!!!,95000.0,"Carlsbad, California 92008, United States",2020,Mercedes Sprinter 4x4,8400,4WD,Clean,Automatic,Diesel,,144.0,2,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"2021 Ram Promaster 2500 136"" - SOLD!! Contact us for a custom build!",89000.0,"Grand Junction, Colorado 81501, United States",2021,"RAM ProMaster 2500 136"" High Roof",5500,2WD,Clean,Automatic,Gasoline,,136.0,2,2,True,,True,True,True,,True,,True,True,True,True,True,True,,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,,,True,True,,True,True,,,
16,2020 Mercedes Sprinter,165000.0,"Austin, Texas, United States",2021,2020 Mercedes Sprinter - Diesel,300,2WD,Clean,Automatic,Diesel,,170.0,2,2,True,True,True,True,True,,True,,True,True,True,,,True,,,True,,True,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,
17,2015 Bohemian Dream,60000.0,"Germantown, New York, United States",2015,Ford Transit 350,75000,2WD,Clean,Automatic,Gasoline,12.0,148.0,4,3,True,True,True,True,True,,,True,True,True,True,True,True,True,,,True,True,,True,True,,True,,True,True,True,,True,,True,,,True,,,,,,,True,
18,2015 4x4 Sprinter Camper,82500.0,Las Vegas,2015,Mercedes Sprinter 2500,85000,4WD,Clean,Automatic,Diesel,,144.0,2,2,True,True,True,True,,,,True,True,True,True,,True,True,,,True,,,True,,,,,,True,,,True,,True,,,,,,,True,,,,
19,Connie The Humble Nomad,45000.0,"Waxhaw, North Carolina 28173, United States",2018,Nissan NV2500,156768,2WD,Clean,Automatic,Gasoline,17.0,146.0,2,2,True,True,True,True,True,,True,True,True,True,True,,True,True,,True,True,,True,True,,,True,,True,True,,,True,,True,,,,True,True,,,,,,
20,NEW PRICE 2020 144 4x4 Sprinter 19K miles,105000.0,"Carlsbad, California 92008, United States",2020,Mercedes Benz 2500 4x4 Sprinter,19000,4WD,Clean,Automatic,Diesel,20.0,144.0,2,2,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,,True,True,True,,True,,True,True,,True,True,,True,,,True,True,,,,True,,,
21,2021 Ram Promaster fully converted,83500.0,"Bakersfield, California, United States",2021,2021 RAM 2500 Promaster,3000,2WD,Clean,Automatic,Gasoline,15.0,159.0,4,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,,True,,,,True,,True,,True,,,,,,,True,,,True,
22,"2016 Sprinter 4x4 144WB Highroof, 2021 Build - Low Miles Adventure Vehicle",105000.0,"Orange, California, United States",2016,Mercedes-Benz Sprinter,38991,4WD,Clean,Automatic,Diesel,,144.0,5,5,True,True,True,True,True,,,,True,True,True,,True,True,,True,True,,,,,,,,,,,,,,True,,True,True,,True,,,,True,,
23,2021 Promaster 3500 extended Campervan,89500.0,"3972 Bach Buxton Road, Cincinnati, Ohio 45102, United States",2021,Elevation Road Promaster 3500,300,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,,True,True,,,,,True,True,True,True,True,,True,,,,,,,True,,,,
24,"NEW 2019 Mercedes-Benz 170 Sprinter Full conversion 1,000 miles",142750.0,"1916 Floral Avenue, Twin Falls, Idaho 83301, United States",2019,2019 Mercedes-Benz 170 Sprinter,1000,2WD,Clean,Automatic,Diesel,,170.0,1,2,,True,,True,True,,True,True,True,True,True,,,True,,True,True,,True,True,True,,,True,True,True,True,True,True,,,True,,,,,,,,,,
25,2006 Chevy Express 2500,16000.0,"1550 Discovery Avenue, Nanaimo, British Columbia V9S 4B7, Canada",2006,Chevy Express 2500,126000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,,True,,True,True,,True,True,True,True,,,True,,,True,True,,,,,,,,,,,,,True,,,,True,,,,
26,"SOLD! Open Floor Plan, Ready for Adventure!",75000.0,"Fort Collins, Colorado, United States",2018,2018 Dodge Ram Promaster,20800,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,,True,True,,True,True,True,,True,True,True,True,,True,True,,,True,,,,,,,,,True,,True,,,,,,True,,,,,
27,Price REDUCED to Sell! AWD 2020 High-Roof Ford Transit- SLEEPS 4!,119000.0,"Oceanside, California, United States",2020,Ford Transit 350,16000,AWD,Clean,Automatic,Gasoline,,148.0,2,4,True,,True,True,True,,,,True,True,True,True,True,True,,,True,,True,True,,,,True,True,True,True,True,True,,True,True,,,,,True,,,,,
28,"2017 Ram Promaster 2500 159"" Wheelbase High Roof",51000.0,"Aspen, Colorado, United States",2017,Ram Promaster,62000,2WD,Clean,Automatic,Gasoline,16.0,159.0,2,3,True,True,True,True,True,,True,True,,,,,True,,,True,True,,,True,,,,,,,,,,,True,,,,,,,,,,,
29,**SOLD** Beautiful 2020 Ram Promaster Conversion - low miles!,77500.0,"Portland, Oregon, United States",2020,Ram Promaster 2500,9818,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,,,True,,,,,True,True,,,True,True,,,True,,True,True,True,,,True,,True,True,True,True,,True,,,,,,,,,,,
30,"MB Sprinter - Perfect for Families, Weekend Outings and Trips!",85000.0,"San Juan Capistrano, California, United States",2020,Mercedes Sprinter 2500 Crew 144'' High Roof,5000,2WD,Clean,Automatic,Diesel,,144.0,5,2,True,True,True,True,True,True,,True,,True,True,True,,True,,,True,,,,,,,,,,,,,,True,,,True,,,,,,,True,
31,99 VW Eurovan Camper 80K miles!,39000.0,"Irvine, California, United States",1999,Volkswagon Eurovan EVC,80000,2WD,Clean,Automatic,Gasoline,,,5,4,True,True,True,True,True,True,True,True,,True,,,True,,True,,True,True,True,,True,,True,,True,True,,,True,True,,,,True,True,,,True,,,True,
32,SOLD! 2018 Sprinter - Camper Conversion,70000.0,"Seattle, Washington, United States",2018,2018 Freightliner Sprinter 144 High Roof 2500,33269,2WD,Clean,Automatic,Diesel,,144.0,2,2,True,True,,True,True,,,True,True,True,True,,True,True,,,True,,,True,True,,True,,,True,,,True,,True,,,True,,True,,True,True,,,
33,Sale Pending - 2002 Eurovan Camper,42000.0,"West Linn, Oregon, United States",2002,Eurovan Winnebago Camper,92338,2WD,Clean,Automatic,Gasoline,20.0,,4,3,True,True,True,,True,,,,,True,,,True,,,,True,,True,True,True,,,,,True,,,,True,True,,,True,,,,True,,,,
34,Boho Adventure Van - 2015 Ford Transit 350 Ecoboost,50000.0,"Los Angeles, California, United States",2015,Ford Transit 350 Ecoboost,175000,2WD,Lien,Automatic,Gasoline,18.0,144.0,2,4,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,,True,,,,True,True,True,,True,,True,,,,,,,,,,,
35,Your Perfect Getaway Campervan,64500.0,"Vernon, British Columbia, Canada",2017,2017 Ford Transit 148 Medium Roof,22000,2WD,Clean,Automatic,Gasoline,,148.0,5,4,True,True,True,True,,,,,True,True,True,True,True,,,,True,,True,True,True,,,,,,,,True,,True,,,,,,,,,,,
