,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Offroad Tires,Refrigerator,Roof Fan,Sink,Solar,Stove,USB port,Water Pump,Bike Rack,Heater / Furnace,Microwave,Shower (Indoor),Toilet,Water Heater,Awning,Fresh Water Tank (Portable),Heated seats,Inverter,Offroad Lights,Roof Rack,Security System,Shower (Outdoor),Suspension Mods,Tow Winch,Towing Package,Cooler,TV,Fuel Efficiency (Highway),Generator,Oven,Propane,Child Seat,Skylight,Handicap / Wheelchair Conversion
34,Completely self-contained tiny home on wheels: ULTIMATE 4 season digital nomad campervan,98000.0,"Phoenix, Arizona, United States",2020,"2020 Ram Promaster 3500 159"" EXTENEDED",17500,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,,True,True,True,,,,,,19.0,,True,True,,,
35,Ford Transit Adventure Van (SOLD! Contact us today for a custom build),103000.0,"Mule Creek, New Mexico, United States",2017,"Ford Transit 350 High roof, Extended",46950,2WD,Lien,Automatic,Diesel,148.0,2,2,True,,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,,,True,True,,,True,True,,True,,True,,,True,,,20.0,,,True,,,
36,"Builders personal van, ready for new adventures!",65000.0,"Guthrie, Oklahoma, United States",2016,"RAM Promaster 2500 159"" High Roof",78000,2WD,Clean,Automatic,Gasoline,159.0,5,2,True,,,True,,True,,True,,True,,,True,True,,True,True,,,,,,,True,,,True,,True,,True,,,,,,15.0,,,,,,
37,Depend on Dharma,119900.0,"Countryside, Illinois 60525, United States",2020,2020 Mercedes Sprinter 170WB,6200,2WD,Clean,Automatic,Diesel,170.0,8,4,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,,True,True,,True,True,True,,,,True,,True,True,True,,23.0,,True,True,,,
38,Fully custom 2020 Ram Promaster 136”,73000.0,"New York, United States",2020,Ram Promaster 136” high roof,13000,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,,True,True,True,,True,True,,,True,True,True,True,,True,True,,True,,,,,,True,,True,,,,True,,,,,,,,,,,,
39,Pepper the Laid back Camper,57900.0,"Gardenside Drive, San Francisco, California 94131, United States",2018,"Dodge Ram Promaster 1500- 136"" wheelbase",52998,2WD,Clean,Automatic,Gasoline,136.0,2,3,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,,,,,True,,,True,,True,,,,,True,,,,,26.0,,True,True,,,
40,Off Grid Adventures Await,57500.0,"Bettendorf, Iowa 52722, United States",2014,Nissan NV2500,80000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,,True,True,True,,,True,,True,,,,,,,
41,Beautiful 2 Seat 2015 Ford Transit 250 (The Frogger Build),33500.0,"Phoenix, Arizona, United States",2015,Ford Transit 250,92000,2WD,Clean,Automatic,Gasoline,140.0,2,2,True,True,True,,True,True,True,True,True,,,True,True,True,,True,True,,,,,,,,True,,True,,,,True,,,,,,18.0,,True,,,,
42,Rugged and Reliable 2009 4x4 Tacoma with Canopy Setup.,17500.0,"Charlotte, North Carolina, United States",2009,2009 Toyota Tacoma 4x4 4 Door,192000,4WD,Clean,Automatic,Gasoline,,5,2,True,True,,,,,,,,,,True,,,,True,,,True,,,,,,,,,,True,,,,,True,,,26.0,,,,,,
43,2019 Ford transit (converted for family van life!) LOW MILES,72000.0,"St. Augustine, Florida 32080, United States",2019,2019 Ford Transit 350 XL,26900,2WD,Lien,Automatic,Gasoline,,4,3,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,,,,,,True,,True,,True,,,,True,,,,,,,,,True,True,,
44,"Mercedes Sprinter 3500XD Dually 170"" 4X4",225000.0,"Ventura, California, United States",2019,Mercedes Sprinter,750,4WD,Lien,Automatic,Diesel,170.0,2,2,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,True,True,,,,True,,,,,,,,True,
45,"2021 Ram ProMaster 159""",119000.0,"Fayetteville, Arkansas, United States",2021,Ram ProMaster,500,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,True,True,,,True,True,True,,True,,,True,,,20.0,,,,,,
46,2019 Sprinter 4x4 170 ext,213000.0,"Eagan, Minnesota, United States",2019,Mercedes Sprinter 4x4 2019 170 ext,9750,4WD,Lien,Automatic,Diesel,,4,4,True,,,True,,,True,True,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,,,True,True,True,,,True,,True,,,17.0,,,,,,
47,Boho style 159” WB Promaster 2020,94988.0,"Denver, Colorado, United States",2020,Promaster,7468,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,,True,True,True,,,True,True,True,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,True,True,,,
48,2017 MB Sprinter 2wd,80000.0,"San Luis Obispo, California, United States",2017,Mercedes Benz Sprinter Van,18880,2WD,Clean,Automatic,Diesel,170.0,2,2,True,True,True,True,True,,,,True,,True,True,True,True,,True,True,,,,,,True,,True,,True,,,,,,,,,,19.0,,,,,,
49,2003 Eurovan Weekender For Sale,32000.0,"Salt Lake City, Utah, United States",2003,Volkswagen Eurovan MV,155000,2WD,Clean,Other,Gasoline,,7,4,True,,True,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,True,True,,,,,,,,
0,SOLD! Custom built Sprinter 170ext. All amenities! No expense spared!,110000.0,"San Diego, California, United States",2020,Mercedes Sprinter 170ext 3500xd,8800,2WD,Clean,Automatic,Diesel,170,3,3,True,True,,True,True,True,,True,True,,True,True,True,True,,True,True,,,True,True,True,True,,,,True,,,,,,,True,,,,,,,True,,
1,Off Grid 3500 Promaster,82000.0,"North Melrose Drive, Vista, California 92083, United States",2019,Dodge Ram Promaster 3500,19025,2WD,Clean,Automatic,Gasoline,,2,3,True,,,,,True,,,True,,True,True,True,True,,True,True,,True,,,True,,,True,,True,,True,,True,,,,,,,,,True,,,
2,2014 Ford E-250 Low Roof Camper Van,32500.0,"Canton, Georgia, United States",2014,Ford E-250,135000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,,True,True,,,True,,,True,True,True,,True,,,,,,,,,True,,True,,,,,,,,True,,,,,,,,
3,"Beautifully Handcrafted, Professionally built RAM Promaster 159""",67500.0,"Canton, Georgia, United States",2017,"Ram Promaster 159"" High Roof",73000,2WD,Clean,Automatic,Gasoline,159,2,2,True,True,,True,True,True,,,True,,True,True,True,True,,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,
4,"Turn-key, off-grid, Camper Van",68700.0,"Y Street, Milford, Massachusetts 01757, United States",2018,"Ford Transit 250, High Roof",99500,2WD,Lien,Automatic,Gasoline,,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,True,True,,True,,,,,,14.0,,,,,True,
5,"2020 Ford Transit | Floating Shelves, Quartz Countertop & Modern Cabinets",99000.0,"Denver, Colorado, United States",2020,Ford Transit,17277,AWD,Clean,Automatic,Gasoline,,2,2,True,,True,True,,True,,,True,,True,True,True,True,,True,,,,,,True,,,True,,,,,True,True,,,,True,,17.0,True,,,,,
6,*Price Drop* Low Mileage 2013 Fully Converted Mercedes Sprinter,59500.0,"Seattle, Washington, United States",2013,2013 Mercedes Sprinter,59300,2WD,Clean,Automatic,Diesel,144,2,2,True,True,,,,True,,True,True,,True,True,True,True,True,True,True,,,,,,,,True,,True,,,,True,,,,True,,,,,True,,,
7,"""Vanica Patrick"" - a Campervan made for the open road. . SOLD!!!!",70000.0,"Bethesda, Maryland, United States",2018,"Ram 3500 Promaster 159""",32000,2WD,Clean,Automatic,Gasoline,159,2,2,True,True,,True,,,,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,True,,,,,,,,18.0,,True,True,,,
8,The Mahogany Travel Van // The Highest Quality Van Ever Built // Watch the Video,188000.0,"New Port Richey, Florida, United States",2019,Ram Promaster 2500,650,2WD,Clean,Automatic,Gasoline,159,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,,,,True,,,,True,,,,,,26.0,,True,True,,,
9,2020 Mercedes Sprinter 4x4!!! Sold!!!,95000.0,"Carlsbad, California 92008, United States",2020,Mercedes Sprinter 4x4,8400,4WD,Clean,Automatic,Diesel,144,2,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"2021 Ram Promaster 2500 136"" - SOLD!! Contact us for a custom build!",89000.0,"Grand Junction, Colorado 81501, United States",2021,"RAM ProMaster 2500 136"" High Roof",5500,2WD,Clean,Automatic,Gasoline,136,2,2,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,True,True,,True,True,,True,,True,True,,True,,,,,,True,,True,
11,2020 Mercedes Sprinter,165000.0,"Austin, Texas, United States",2021,2020 Mercedes Sprinter - Diesel,300,2WD,Clean,Automatic,Diesel,170,2,2,True,True,True,True,True,True,True,True,True,,True,True,,True,,True,True,,True,,,True,True,,,,True,,,,True,,,,,,,,,,,,
12,2015 Bohemian Dream,60000.0,"Germantown, New York, United States",2015,Ford Transit 350,75000,2WD,Clean,Automatic,Gasoline,148,4,3,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,,True,,,True,,True,,True,True,True,,,,,,12.0,,,,True,,
13,2015 4x4 Sprinter Camper,80000.0,Las Vegas,2015,Mercedes Sprinter 2500,85000,4WD,Clean,Automatic,Diesel,144,2,2,True,True,True,True,,True,,,True,,True,True,True,True,True,True,True,,,,,,,,True,,True,,,,,,,,,,,,,True,,,
14,Connie The Humble Nomad,45000.0,"Waxhaw, North Carolina 28173, United States",2018,Nissan NV2500,156768,2WD,Clean,Automatic,Gasoline,146,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,,,,,True,,True,,,True,True,True,,True,,,17.0,,,,,True,
15,Reduced! Selling this weekend 2020 144 4x4 Sprinter 19K miles,100000.0,"Carlsbad, California 92008, United States",2020,Mercedes Benz 2500 4x4 Sprinter,19000,4WD,Clean,Automatic,Diesel,144,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,True,,,True,True,,True,True,True,,,True,,,20.0,,,,,True,
16,2021 Ram Promaster fully converted,83500.0,"Bakersfield, California, United States",2021,2021 RAM 2500 Promaster,3000,2WD,Clean,Automatic,Gasoline,159,4,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,True,,,True,,,True,,True,,True,True,,,,,True,,15.0,,,True,True,,
17,"2016 Sprinter 4x4 144WB Highroof, 2021 Build - Low Miles Adventure Vehicle",105000.0,"Orange, California, United States",2016,Mercedes-Benz Sprinter,38991,4WD,Clean,Automatic,Diesel,144,5,5,True,True,True,True,True,True,,,,True,True,True,True,True,,True,,,,,,,,,,,True,True,,,,True,,True,,,,True,,,,,
18,Mercedes Sprinter 170 Extended High Roof Camper Van For Sale,75000.0,"Minneapolis, Minnesota, United States",2011,Mercedes Sprinter 170 Extended,103500,2WD,Clean,Automatic,Diesel,170,2,2,True,True,True,True,,True,,True,True,,,True,True,True,,True,True,,True,,True,True,True,,,True,True,,,True,,,,,True,,18.0,,,,,,
19,"Newly Converted - 2020 Ram Promaster 2500 - 136""",72500.0,"Portland, Oregon, United States",2020,Ram Promaster 2500,12347,2WD,Clean,Automatic,Gasoline,136,2,2,True,,,True,,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,,,,,,,,,,,,,,,
20,2008 Dodge Sprinter 3500 Full Off-Grid Conversion,38000.0,"Pittsburgh, Pennsylvania, United States",2008,Dodge Sprinter 3500,215000,2WD,Lien,Automatic,Diesel,170,2,2,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,,,,,,,,True,,,,,,,,True,,,,True,True,,,
21,(2021 Custom Conversion Ford Econoline Camper Van,24999.0,"San Diego, California, United States",1994,Ford E-150,124000,2WD,Clean,Automatic,Gasoline,,2,2,True,,True,True,,,,True,True,,True,True,True,True,True,True,True,,,,,,,,,,True,,,,True,,,,True,True,,,,,,,
22,"Skoolie Vibe, Van-sized",68000.0,"Phoenix, Arizona, United States",2005,2005 GMC Savana 3500,215000,2WD,Clean,Automatic,Gasoline,,1,3,True,True,True,,,,True,,True,True,True,True,True,True,True,,True,,True,,,,,True,True,,True,,,,True,,,,,,15.0,True,,True,,,
23,Chevy Express Conversion,16500.0,"Salt Lake City, Utah, United States",2007,Chevy Express Passenger (Long Wheelbase),177100,2WD,Clean,Automatic,Gasoline,155.0,2,2,True,True,True,,True,,True,,,True,True,True,,True,,True,,,True,,,,,,,,True,,True,,,True,,,,,13.0,,,,,,
24,2018 Sprinter 144 4X4. Rarin to go adventure!,120000.0,"Sammamish, Washington, United States",2018,Mercedes Benz Sprinter 2500 144 4X4 High Roof.,25000,4WD,Clean,Automatic,Diesel,,5,4,True,True,True,True,True,True,True,,,True,,True,,,,True,,,True,,,True,,,,True,,True,True,,,True,,True,,,,,,,,,
25,2005 Full Conversion with Lots of Extras!,40000.0,"New York City, New York, United States",2005,Sprinter,136000,2WD,Clean,Automatic,Diesel,,3,3,,,,,,True,True,,,,True,True,True,True,,True,,True,True,,True,True,True,True,True,,True,,True,,,,,,,,25.0,,,,True,,
26,2005 Sprinter Conversion–Unique Build Out w/ Lots of TLC,18750.0,"South Portland, Maine, United States",2005,Dodge Sprinter T1N 158 Wheelbase (Long/Tall),217387,2WD,Clean,Automatic,Diesel,158,4,4,True,True,True,,,True,,True,True,,True,True,True,True,,,,True,,,,,,,,,True,,,,,,,,,,22.0,,,,True,,
27,"SPRINTER Seats 4 and Sleeps 2 in 144"" WB",87000.0,"Loma Linda, California, United States",2020,Mercedes-Benz SPRINTER 2500,4200,2WD,Clean,Automatic,Diesel,144,4,2,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,
28,1987 Ford Camper Van - ready for off the grid!,19999.0,"Williamsville, New York 14221, United States",1989,Ford Econoline E-250,150000,2WD,Clean,Automatic,Gasoline,10,2,4,,,True,,,,,,,,True,True,,True,True,,True,,True,,,True,True,True,True,,,,,,True,,,,,,,,,True,,,
29,2021 Ram Promaster,65000.0,"Nacogdoches, Texas, United States",2021,2021 Ram Promaster 3500,9731,2WD,Clean,Automatic,Gasoline,159,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,,,True,True,True,,,,True,,,,,,,True,True,,,,,,,,
30,converted camper van,11000.0,"New Jersey, United States",1994,ford ecoline 150,195000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,,,,True,True,True,,,True,True,True,True,True,True,,,,,,True,,,True,,True,,,,,,True,,,,,,,True,,,
31,2020 Sprinter 170 - Family Van Conversion,96000.0,"Knoxville, Tennessee, United States",2020,Mercedes Sprinter,7579,2WD,Lien,Automatic,Diesel,170,5,5,True,,,True,True,,,True,True,,True,,True,True,True,True,True,,,,,True,True,,,True,True,,,,True,,,,,,19.0,,True,True,,,
32,2008 Freightliner Sprinter 3500 170”wb,85000.0,"Des Moines, Iowa, United States",2008,Mercedes Diesel,173000,2WD,Clean,Automatic,Diesel,170,2,3,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,True,,,,,True,,True,19.0,,,,,,
33,2006 Dodge 2500,10000.0,"Waite Park, Minnesota, United States",2006,Sprinter,63900,2WD,Clean,Automatic,Gasoline,158,2,0,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
34,Exstened high top sprinter,77000.0,"Carabelle Beach Park, Carrabelle, Florida 32322, United States",2013,2013exstended high top mercedes-benz,98000,2WD,Clean,Automatic,Diesel,170,2,3,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,,True,,True,True,True,,True,,,True,True,True,True,True,,True,,,18.0,True,True,True,,True,
35,2020 Mercedes Sprinter Van 2500 With Plenty of Room To Personalize,95000.0,"Molalla, Oregon, United States",2020,Mercedes Sprinter,10265,2WD,Lien,Automatic,Diesel,144,2,2,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,,,True,,True,,,True,,,,True,,,True,,,18.0,,True,True,,,
36,Mini Van Starter Kit,6000.0,"Antioch, Tennessee 37013, United States",2007,07 Toyota Sienna,208200,AWD,Clean,Automatic,Gasoline,,3,2,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,
37,Van life for half the price!,30000.0,"2101 Dexter Way North, Seattle, Washington 98109, United States",1985,Lazy Daze,114000,2WD,Clean,Automatic,Gasoline,,2,4,,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,True,True,12.0,,True,True,,,
38,2019 Silver 350 Transit DW HD High Roof Ecoboost Van,84000.0,"Panama City Beach, Florida, United States",2019,350 Transit Van DW HD,28084,2WD,Clean,Automatic,Gasoline,148,2,2,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,,True,,,True,True,,True,,True,,True,,True,,,,,,15.0,True,,,,,
39,2011 Ford E350 4x4 Sportsmobile,75500.0,"Fallbrook, California, United States",2011,Ford Sportsmobile,62000,4WD,Clean,Automatic,Gasoline,,2,4,,True,True,True,True,True,True,True,,True,True,,,True,,True,True,,,,,,True,True,True,,True,True,,,True,True,,,,True,14.0,,,True,,,
40,2015 Off-Grid Self-Converted Sprinter,36000.0,"Denver, Colorado, United States",2015,Freightliner Sprinter,109000,2WD,Lien,Automatic,Diesel,144,2,2,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,,,,,True,,True,,,,,,,,True,,,,,,,,
41,"2020 AWD Ford Transit Crew Van 2500 Medium Roof 148"" Wheelbase",50000.0,"Colorado Springs, Colorado, United States",2020,Ford Transit 2500,14000,AWD,Lien,Automatic,Gasoline,148,5,4,True,True,True,True,True,True,True,,,,,,,,,True,,,True,,,,,,,,,,True,,,,,True,,,,,,,,,
42,Quality build with versatility in mind!,114000.0,"2617 West 44th Street, Minneapolis, Minnesota 55410, United States",2021,2021 Mercedes 2500 sprinter,9000,2WD,Clean,Automatic,Gasoline,144,5,2,True,True,True,True,True,True,,,,,True,True,,True,,True,True,,True,,,,,True,True,True,,,True,,True,,,True,,,17.0,,,,,True,
43,2020 Sprinter 4x4 / 2021 Bitteroot Custom Build,145000.0,"16685 South Pacific Avenue, Sunset Beach, California 90742, United States",2021,Mercedes Benz Sprinter 4x4 144,5000,4WD,Clean,Automatic,Diesel,144,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,True,,True,,True,,True,,,True,,,,,,True,,,
44,2021 Ram Promaster 2500 Build,115000.0,"Cape Girardeau, Missouri, United States",2021,Ram Promster,400,2WD,Clean,Automatic,Gasoline,159,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,,True,,,True,,,16.0,,,True,,,
45,Rossmönster Four Season Promaster 3500 Extended (VIDEO Tour in Listing),82500.0,"Portland, Texas 78374, United States",2018,2018 Dodge Promaster 3500 Extended,32500,2WD,Clean,Automatic,Gasoline,159,3,2,True,True,,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,,,True,True,,,,True,True,True,,True,,,True,,,15.0,,True,True,True,,
46,All Weather 2017 Ford Transit Extended 350 Diesel with Premium Adjustable Bed + Message!,75000.0,"551 Southeast Chapman Place, Corvallis, Oregon 97333, United States",2017,2017 Ford Transit 350 Extended,76000,2WD,Clean,Automatic,Diesel,1,2,4,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,True,,True,,True,True,True,,,True,,True,16.0,,,,,True,
47,2006 Mercedes Sprinter Conversion Van with Shower + Toilet,75000.0,"Louisville, Kentucky, United States",2006,2006 Mercedes Sprinter,89400,2WD,Clean,Automatic,Diesel,,2,2,True,,True,True,,,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,,,,,,,,,True,23.0,,,True,,,
48,Craftsman Built Converted Mercedes Sprinter 170,199000.0,"Appleton, Wisconsin, United States",2020,"2020 Mercedes Sprinter 170""",634,2WD,Lien,Automatic,Diesel,170,2,2,,,,True,True,True,,True,True,,,True,True,True,,True,True,,True,,True,,True,,True,,True,,True,,True,,,,,,,,,,,,
49,Weekend warrior conversion van,60000.0,"Denver, Colorado, United States",2017,2017 Nissan NV 2500,64000,2WD,Clean,Automatic,Gasoline,146,2,2,True,,True,,,True,,,,,True,True,True,True,,True,True,,,,,,,,True,,True,,,,,,,,,,18.0,,,,,,
0,2005 Dodge Mercedez Sprinter 2500,22500.0,"King Street, Jacksonville, Florida 32204, United States",2005,Dodge Mercedes 2500,215000,2WD,Clean,Automatic,Diesel,,2,2,True,,True,,,,True,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rugged Lifted CamperVan,38500.0,"San Diego, California, United States",1996,Ford Econoline,72000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,True,,True,True,True,,,True,,,True,,,,,,,,
2,"BOHO CHIC BUILD, SEATS/ SLEEPS 3, BRAND NEW 2021 RAM PROMASTER 159",109000.0,"632 Rocky Lake Drive, Halifax, Nova Scotia B4A 2T6, Canada",2021,Ram Promaster,500,2WD,Clean,Automatic,Gasoline,159.0,3,3,True,,True,True,True,,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,True,,,,,,,,,,,True,,True,
3,"2021 Ram Promaster 1500 136"" WB",85000.0,"Eugene, Oregon, United States",2021,Ram Promaster 1500,20010,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,True,,True,,,True,True,True,True,True,True,,True,True,,True,,,,True,,True,,True,,,,True,True,,,,True,,,,True,,,
4,2021 4x4 Mercedes Sprinter - Partial Build,94500.0,"Houston, Texas, United States",2021,Mercedes Sprinter,285,4WD,Clean,Automatic,Diesel,144.0,2,2,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,True,,,,,,True,True,,,,,,,True,,,,,,,,,
5,"Sherrod Conversion, Ultimate Roadtripping van",29985.0,"25853 Gateway Drive, Golden, Colorado 80401, United States",2015,Ford Transit,125000,2WD,Clean,Automatic,Gasoline,,7,2,True,True,True,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,19.0,,,,,,
6,Sprinter Campervan,84500.0,"Ronald Reagan Freeway, Granada Hills, California 91344, United States",2017,Mercedes Sprinter,11300,2WD,Clean,Automatic,Diesel,,2,3,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,,,,,True,,True,True,,True,True,,,,,,True,,,,,,,,,
7,2022 REGENCY XALTA RANGER RL - Mercedes Sprinter,167464.0,"Fairfield, California, United States",2021,Regency Xalta Ranger RL,1846,2WD,Clean,Automatic,Diesel,,2,2,True,True,True,,True,True,,,,,,,True,,,,,,,True,True,,True,True,,,,,,,,,,,,True,,,,,,,
8,2022 REGENCY XALTA TOUR 4.2 - Mercedes Sprinter,172592.0,"Fairfield, California, United States",2021,Regency Xalta Tour 4.2,1847,2WD,Clean,Automatic,Diesel,,6,2,True,True,True,True,True,True,,,,True,,,True,,,True,,,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,
9,2022 REGENCY XALTA 170MB - Mercedes Sprinter Van,162362.0,"Fairfield, California, United States",2021,Regency Xalta 170MB,1802,2WD,Clean,Automatic,Diesel,,6,2,True,True,True,True,True,True,True,,,True,,,True,,,True,,,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,
10,"NEW - 2020 Mercedes Sprinter 2500 Camper - 144"" - High Roof",109000.0,"Bellingham, Washington, United States",2020,Mercedes Sprinter,1700,2WD,Clean,Automatic,Diesel,144.0,2,2,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,True,,,,True,,True,True,True,,True,,True,,,True,,,20.0,,,,,,
11,2016 Galactic Aquarius LUX RV,115000.0,"San Antonio, Texas, United States",2017,Mercedes Benz Sprinter,13000,2WD,Clean,Automatic,Diesel,,4,4,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,True,,,True,,,True,True,True,,,,True,,,,,,,
12,2019 Promaster Camper Van (Full Conversion),62500.0,"Denver, Colorado, United States",2019,Dodge Ram Promaster,38100,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,,True,,,,,,True,,True,,,,,,,,,,17.0,,,,,True,
13,Luxury Van Living with a Dirtbag Heart,92500.0,"Tampa, Florida, United States",2019,FORD TRANSIT 350 XLT HD,33500,2WD,Lien,Automatic,Gasoline,148.0,2,2,True,,True,True,,True,,True,True,,True,True,True,True,True,True,True,,,,,,,,,,True,,,True,,,,True,True,,16.0,,,True,,True,
14,Bohemian Style Van for family of 4 plus,98000.0,"Queen Creek, Arizona, United States",2020,Ford Transit,33000,2WD,Clean,Automatic,Gasoline,145.0,6,4,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,True,True,True,,,True,True,,,,True,,,True,,,15.0,,,,,,
15,2016 Mercedes-Benz Sprinter Custom Van -- Ready for Travel,75000.0,"San Diego, California, United States",2016,2016 Mercedes-Benz Sprinter,78000,2WD,Clean,Automatic,Diesel,144.0,4,2,True,True,True,True,True,True,,,True,True,True,,True,True,,True,,,True,,,,,True,True,,True,,,True,True,,,,,,18.0,,,,True,,
16,2014 Ram Promaster 1500 118WB Adventure Van,29350.0,"545 Gundersen Drive, Carol Stream, Illinois 60188, United States",2014,Ram Promaster,118000,2WD,Lien,Automatic,Gasoline,118.0,2,2,True,True,True,True,True,True,,,,,True,True,,,,True,,,True,True,,,,,,,,,True,,,,,True,,True,,,,,,,
17,"2021-2022 Brand New Conversion Camping Van NISSAN NV 2500 - $39,999 (Boulder, Colorado)",39999.0,"Boulder, Colorado, United States",2012,NISSAN NV2500,257245,2WD,Clean,Automatic,Gasoline,,2,4,True,True,,True,,True,,,,,True,True,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,
18,SKOOLIANA 5 WINDOW WHEEL CHAIR DOOR SHORT BUS,45000.0,"Eugene, Oregon, United States",2003,Ford E-450 7.3 Powerstroke,162000,2WD,Clean,Automatic,Diesel,,1,4,True,,True,True,,,True,True,,True,True,,True,True,True,True,,,True,,True,True,,True,,,True,,True,,,,,,,,,,True,True,,True,
19,2019 Chevy Express 3500 for Conversion,25000.0,"Leeds, Massachusetts, United States",2019,Chevy Exoress 3500,44777,2WD,Lien,Automatic,Gasoline,,2,2,True,True,True,True,,True,,,,,,True,,True,,,,,,,,True,,,True,,,,,,,,,True,,,15.0,True,,,,,
20,"2021 Upgraded Sprinter 2500 Cargo Van 170"" 4x4",115000.0,"16680 N 51st Ave Suite 4, Glendale, Arizona 85306, United States",2021,Mercedes Sprinter,60,4WD,Clean,Automatic,Diesel,170.0,2,2,True,True,,True,True,True,,,,True,,,,,,True,,,,,,,,,,,,True,True,,,,True,True,,,,,,,,,
21,"2021 Upgraded Sprinter 2500 Cargo Van 144"" 4x4",110000.0,"16680 N 51st Ave Suite 4, Glendale, Arizona 85306, United States",2021,Mercedes Sprinter,400,4WD,Clean,Automatic,Diesel,144.0,2,2,True,True,,True,True,True,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,
